clade_name	clade_taxid	profiled_HDW-D03-S37	profiled_HDW-D03-S35	profiled_HDW-D03-S34	profiled_HDW-D03-S33	profiled_HDW-D03-S32	profiled_HDW-D03-S31	profiled_HDW-D03-S28	profiled_HDW-D03-S27	profiled_HDW-D03-S26	profiled_HDW-D03-S25	profiled_HDW-C02-S115	profiled_HDW-C02-S113	profiled_HDW-C02-S112	profiled_HDW-C02-S111	profiled_HDW-C02-S106	profiled_HDW-C02-S104
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter	2|1239|186801|186802||2172004	0	0	0	0.00266	0	0	0.01058	0	0	0	0	0	0.03087	0	0.00024	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus	2|1239|186801|186802||2172004|2108523	0	0	0	0.00266	0	0	0.01058	0	0	0	0	0	0.03087	0	0.00024	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus	2|1239|186801|186802||2039302	0	0	0	0	0	0	0.1725	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus|s__Monoglobus_pectinilyticus	2|1239|186801|186802||2039302|1981510	0	0	0	0	0	0	0.1725	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2|1239|186801|186802|186806	1.48515	8.45647	2.38989	9.35624	11.84334	4.14118	1.47011	0.92472	1.51509	10.41105	11.04466	3.48696	9.12928	9.84408	5.40078	1.62699
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	2|1239|186801|186802|186806|1730	1.48515	8.45647	2.38989	9.35624	11.84334	4.14118	1.47011	0.92472	1.51509	10.41105	11.04466	3.48696	9.12928	9.84408	5.40078	1.62699
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_callanderi	2|1239|186801|186802|186806|1730|53442	0	0	0	0	0	0	0	0	0	0	0	0	0.00961	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens	2|1239|186801|186802|186806|1730|39485	0.02608	0.02501	0.26236	0.81117	0.58488	2.29199	0.31201	0	0	0.03891	1.30129	0.0674	0.00631	0.09086	0.36624	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	2|1239|186801|186802|186806|1730|39488	0.12194	0.60178	0.54745	1.32396	0.57295	0.32442	0.63745	0.51693	0.49651	0.59255	0.10182	0.4608	0.81656	0.08589	0.13466	0.7203
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	2|1239|186801|186802|186806|1730|39490	0.01463	0.03269	0.032	0.29839	0.01975	0.12286	0	0.10087	0.02265	0.03581	0.06119	0.29889	0	0.01254	0.01469	0.90669
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_180	2|1239|186801|186802|186806|1730|1262882	1.17719	7.76134	0.47635	5.0511	10.48207	0.00114	0	0	0	9.62509	8.59048	0	8.21824	9.52021	3.51996	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_251	2|1239|186801|186802|186806|1730|1262886	0	0	1.07174	1.87162	0	1.33292	0	0	0.72887	0	0.793	2.63495	0.01213	0	0.26959	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_274	2|1239|186801|186802|186806|1730|1262888	0	0	0	0	0	0	0	0.05906	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38	2|1239|186801|186802|186806|1730|1262889	0.1288	0.03565	0	0	0	0	0.14717	0	0.25902	0	0.18592	0.01093	0	0.06277	1.09564	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_786	2|1239|186801|186802|186806|1730|1262893	0	0	0	0	0	0	0	0	0	0.11869	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_OM08_24	2|1239|186801|186802|186806|1730|2292352	0	0	0	0	0	0	0	0	0	0	0	0	0.01497	0.00262	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	2|1239|186801|186802|186806|1730|39496	0.01651	0	0	0	0.18369	0.06785	0.37348	0.24787	0.00805	0	0.01096	0.01399	0.05147	0.06918	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	14.27396	25.43262	31.22894	56.79695	4.62425	27.37877	18.16075	29.84696	12.8226	22.58737	28.79811	71.59248	12.29405	21.35351	27.98603	22.97412
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	2|1239|186801|186802|186803|207244	0.13973	0.8808	0.74107	1.47465	0.85057	0.717	0.2707	4.85821	0.50425	0.90345	0.35902	1.09857	0.18619	0.06009	0.10843	1.30867
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	2|1239|186801|186802|186803|207244|649756	0.13973	0.8808	0.74107	1.47465	0.85057	0.717	0.2707	4.85821	0.50425	0.90345	0.35902	1.09857	0.18619	0.06009	0.10843	1.30867
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	2|1239|186801|186802|186803|572511	1.115	1.69877	1.3345	8.64496	0.66966	3.98734	1.71651	1.06512	1.0988	1.3404	2.95197	57.08558	2.01256	0.3836	0.10153	7.34388
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum	2|1239|186801|186802|186803|572511|40520	0.21437	0.20922	0.73854	0.43218	0.20089	0.72003	1.46332	0.04793	0.14532	0.51229	0.32919	0.54494	0.42129	0.09261	0.04821	0.00718
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_CAG_257	2|1239|186801|186802|186803|572511|1262756	0	0	0	0	0	0	0	0.00247	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	2|1239|186801|186802|186803|572511|418240	0.15544	0.79189	0.07365	0.76423	0.21869	0.12501	0.21828	0.0106	0.02377	0.11741	0.01653	0.2098	0.04151	0.01827	0.01725	0.03305
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	2|1239|186801|186802|186803|572511|33038	0	0	0	0.06935	0	0	0.03491	1.00412	0	0	0	56.2368	0	0	0.0018	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	2|1239|186801|186802|186803|572511|33039	0.74519	0.69766	0.5223	7.37918	0.25007	3.1423	0	0	0.9297	0.7107	2.60625	0.09405	1.54976	0.27273	0.03426	7.30365
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	2|1239|186801|186802|186803|830	0.01011	0	0	0	0	0	0	0	0	14.06176	2.43544	0	0.41006	0.81467	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	2|1239|186801|186802|186803|830|45851	0	0	0	0	0	0	0	0	0	14.06176	0.77221	0	0.02143	0.27498	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_sp_CAG_318	2|1239|186801|186802|186803|830|1262761	0.01011	0	0	0	0	0	0	0	0	0	1.66323	0	0.38863	0.53969	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	2|1239|186801|186802|186803|33042	0.28237	4.2421	2.96	13.57401	0.56826	1.59671	0.35285	0.42162	1.95119	1.4784	3.06663	6.28356	1.01746	2.05577	8.52173	2.63708
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	2|1239|186801|186802|186803|33042|116085	0.002	0.43583	0.2663	0.24926	0.08546	0.08924	0.34568	0.03771	0.21168	1.17263	0.32418	0.23609	0.78095	0.03187	0.0778	0.31183
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	2|1239|186801|186802|186803|33042|410072	0.28037	3.80628	2.65167	4.72837	0.4828	1.50747	0	0.3839	1.73952	0.30577	2.74245	5.95716	0.23652	2.0239	0.71816	2.32525
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	2|1239|186801|186802|186803|33042|33043	0	0	0.04203	8.59638	0	0	0.00717	0	0	0	0	0.09031	0	0	7.72577	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	2|1239|186801|186802|186803|189330	1.19263	9.56576	4.17381	7.83381	0.94489	1.82069	2.62688	0.64087	1.96096	1.69281	4.11067	4.45652	1.08367	2.25762	1.00516	8.22559
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	2|1239|186801|186802|186803|189330|39486	0.31573	0.57395	0.48261	3.44867	0.23085	0.53693	0.41974	0.10093	0.68644	0.30752	1.05503	1.32624	0.50284	0.2883	0.17894	0.59681
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	2|1239|186801|186802|186803|189330|88431	0.8769	8.9918	3.6912	4.38514	0.71404	1.28376	2.20715	0.53995	1.27452	1.38529	3.05564	3.13028	0.58084	1.96932	0.82622	7.62878
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter	2|1239|186801|186802|186803|1407607	0.40709	0.18436	1.35086	0.73813	0.07915	1.40558	1.24505	1.53162	4.12519	0.49229	0.92692	0.8385	2.98931	1.14471	0.81935	1.03407
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans	2|1239|186801|186802|186803|1407607|1150298	0.40709	0.18436	1.35086	0.73813	0.07915	1.40558	1.24505	1.53162	4.12519	0.49229	0.92692	0.8385	2.98931	1.14471	0.81935	1.03407
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium	2|1239|186801|186802|186803|1506553	0	0	0	0	0.01217	0	0.00045	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_bolteae	2|1239|186801|186802|186803|1506553|208479	0	0	0	0	0.00221	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_citroniae	2|1239|186801|186802|186803|1506553|358743	0	0	0	0	0.00996	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum	2|1239|186801|186802|186803|1506553|1512	0	0	0	0	0	0	0.00045	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira	2|1239|186801|186802|186803|28050	0.2488	0	0.44064	0.38863	0	1.55009	0.04251	4.18396	0.0493	0	0.25557	0	0.03227	0	1.17929	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified	2|1239|186801|186802|186803|	5.23168	7.09433	14.3227	2.01368	0.01324	4.26184	7.99286	13.24212	1.40019	0.21088	6.18618	0.43167	2.48201	10.61203	8.88993	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale	2|1239|186801|186802|186803||39491	5.23168	7.09433	14.3227	2.01368	0.01324	4.26184	7.99286	13.24212	1.40019	0.21088	6.18618	0.43167	2.48201	10.61203	8.88993	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza	2|1239|186801|186802|186803|28050|28052	0.2488	0	0.44064	0.38863	0	1.55009	0.04251	4.18396	0.0493	0	0.25557	0	0.03227	0	1.17929	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	2|1239|186801|186802|186803|841	5.64655	1.7665	5.90535	22.12907	1.48631	12.03952	3.91252	3.90342	1.73273	2.40737	8.50571	1.39806	2.08052	4.02501	7.36061	2.42484
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis	2|1239|186801|186802|186803|841|301302	2.17734	0.29189	1.30134	3.90303	0	0	3.04912	0	1.38439	1.92335	4.26784	0.55459	1.21642	1.98238	5.91475	2.16264
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	2|1239|186801|186802|186803|841|301301	0.0028	0.2419	2.12525	0.07977	0.18993	0.0252	0	0	0.07521	0.03614	0.0456	0.08567	0.11871	0.00782	0.00012	0.00396
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	2|1239|186801|186802|186803|841|166486	1.75443	0	0.61114	9.99525	0.014	5.89035	0.32983	0	0	0.09065	1.36483	0.13935	0.00168	0.67595	0.53415	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	2|1239|186801|186802|186803|841|360807	1.71198	0.0048	1.86686	7.97633	1.14725	5.74037	0.53356	3.90342	0.03495	0.18896	2.23639	0.48885	0.71736	1.27521	0.82455	0.21787
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_182	2|1239|186801|186802|186803|841|1262942	0	0	0	0	0	0	0	0	0	0	0.0833	0	0.00239	0.00333	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_303	2|1239|186801|186802|186803|841|1262944	0	0	0	0	0	0	0	0	0.02709	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_309	2|1239|186801|186802|186803|841|1262945	0	0	0	0	0	0	0	0	0	0.01023	0.0058	0	0.00807	0.08009	0	0.03999
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_471	2|1239|186801|186802|186803|841|1262948	0	1.22792	0.00076	0.17469	0.13514	0.38361	0	0	0.21109	0.15804	0.50195	0.12959	0.0159	0.00023	0.08703	0.00037
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Sellimonas	2|1239|186801|186802|186803|1769710	0	0	0	0	0	0	0.00041	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis	2|1239|186801|186802|186803|1769710|1653434	0	0	0	0	0	0	0.00041	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	2|1239|186801|186802|216572	0	1.07068	0.88303	0.12744	0.04488	0.01026	0.29769	0	2.85111	2.77333	0.50827	0.02734	0.59289	1.21214	0.36026	2.26155
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	2|1239|186801|186802|216572|459786	0	1.07068	0.88303	0.12744	0.04488	0.01026	0.29769	0	2.85111	2.77333	0.50827	0.02734	0.59289	1.21214	0.36026	2.26155
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_57_20	2|1239|186801|186802|216572|459786|1897011	0	0.58287	0.81562	0.06958	0.04488	0.01026	0.29769	0	0.94167	2.28364	0.46637	0.02099	0.53471	0.8607	0.28357	2.25206
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CAG_241	2|1239|186801|186802|216572|459786|1262911	0	0.48781	0.06741	0.05786	0	0	0	0	1.90945	0.48969	0.0419	0.00635	0.05819	0.35144	0.07668	0.00949
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	2|1239|186801|186802|186804	0.00151	0	0	0	0	0	0.05946	0	0	0.09609	0	0.06556	0.01889	0.00165	0.00896	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter	2|1239|186801|186802|186804|1505657	0	0	0	0	0	0	0.05946	0	0	0.09609	0	0.02325	0.01807	0.00165	0.00896	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii	2|1239|186801|186802|186804|1505657|261299	0	0	0	0	0	0	0.05946	0	0	0.09609	0	0.02325	0.01807	0.00165	0.00896	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia	2|1239|186801|186802|186804|1501226	0.00151	0	0	0	0	0	0	0	0	0	0	0.00065	0.00083	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis	2|1239|186801|186802|186804|1501226|1115758	0.00151	0	0	0	0	0	0	0	0	0	0	0.00065	0.00083	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Terrisporobacter	2|1239|186801|186802|186804|1505652	0	0	0	0	0	0	0	0	0	0	0	0.04167	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Terrisporobacter|s__Terrisporobacter_othiniensis	2|1239|186801|186802|186804|1505652|1577792	0	0	0	0	0	0	0	0	0	0	0	0.04167	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	4.84227	20.44617	14.23112	10.64193	14.36088	30.01128	22.41633	3.75664	12.63982	16.68735	17.7025	5.97764	10.73107	5.00742	29.42171	31.79477
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum	2|1239|186801|186802|541000|2048137	0.0443	0.25069	0.02257	1.43861	0.17471	0.40437	0.37697	0.90639	0.07483	0.02991	0.49747	0.83125	0.15739	0.0846	0.31446	0.61328
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens	2|1239|186801|186802|541000|2048137|1628085	0.0443	0.25069	0.02257	1.43861	0.17471	0.40437	0.37697	0.90639	0.07483	0.02991	0.49747	0.83125	0.15739	0.0846	0.31446	0.61328
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus	2|1239|186801|186802|541000|1924093	0	0.08313	0	0.00917	0	0	0	0	0	0	0	0.02815	0.20965	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250	2|1239|186801|186802|541000|1924093|1965604	0	0.08313	0	0.00917	0	0	0	0	0	0	0	0.02815	0.20965	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	2|1239|186801|186802|541000|244127	0	0	0	0	0.01807	0	0.00777	0	0	0	0.00124	0	0.01658	0	0	0.33975
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	2|1239|186801|186802|541000|244127|169435	0	0	0	0	0.01807	0	0.00777	0	0	0	0	0	0.01658	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_sp_CAG_528	2|1239|186801|186802|541000|244127|1262700	0	0	0	0	0	0	0	0	0	0	0.00124	0	0	0	0	0.33975
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	2|1239|186801|186802|541000|216851	3.22089	13.71964	3.73032	7.55426	3.16682	20.44352	10.08095	2.24112	2.99093	2.99233	15.99458	4.5068	1.09636	4.7745	6.54688	20.97538
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	2|1239|186801|186802|541000|216851|853	3.22089	13.71964	3.73032	7.55426	3.16682	20.44352	10.08095	2.24112	2.99093	2.99233	15.99458	4.5068	1.09636	4.7745	6.54688	20.97538
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor	2|1239|186801|186802|541000|946234	0	0	0	0.02856	0.00544	0.03779	0.04116	0.03234	0	0	0	0.21722	0	0	0	0.02864
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii	2|1239|186801|186802|541000|946234|292800	0	0	0	0.02856	0.00544	0.03779	0.04116	0.03234	0	0	0	0.21722	0	0	0	0.02864
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger	2|1239|186801|186802|541000|204475	0.02028	0.11454	0.14235	0.34178	0.22507	0.15973	0.29522	0.02118	0.07588	0.05988	0.13291	0.08163	0.24308	0.03775	0.08999	0.08511
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis	2|1239|186801|186802|541000|204475|745368	0.02028	0.11454	0.14235	0.34178	0.22507	0.15973	0.29522	0.02118	0.07588	0.05988	0.13291	0.08163	0.24308	0.03775	0.08999	0.08511
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified	2|1239|186801|186802|541000|	0.02129	1.29921	4.73678	0.46579	3.18931	0.03308	0.24797	0	7.42404	0.03908	0	0.02687	0.25721	0	6.27495	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum	2|1239|186801|186802|541000||1535	0	0.00976	0	0.02829	0.03242	0	0.00439	0	0	0.02276	0	0.00628	0.05806	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum	2|1239|186801|186802|541000||39492	0.02129	1.28944	4.73678	0.4375	3.15688	0.03308	0.23592	0	7.42404	0.01632	0	0.02059	0.06787	0	6.27452	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D16	2|1239|186801|186802|541000||552398	0	0	0	0	0	0	0.00766	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D5	2|1239|186801|186802|541000||1520815	0	0	0	0	0	0	0	0	0	0	0	0	0.13127	0	0.00043	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	2|1239|186801|186802|541000|1263	1.53553	4.966	5.59321	0.73743	7.55649	8.93278	11.35006	0.55561	2.07414	13.50006	1.0599	0.20792	8.53793	0.11058	16.17463	9.73964
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans	2|1239|186801|186802|541000|1263|1160721	0	0	0.72485	0	0	0	0.53292	0.16666	0.00327	0.02949	0.18793	0.20508	0.37306	0.09252	0.03114	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii	2|1239|186801|186802|541000|1263|40518	1.53553	0	3.92945	0.09662	6.76576	8.72309	9.17443	0	0.96168	9.19765	0.35851	0	7.95649	0.00517	13.99826	6.97438
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus	2|1239|186801|186802|541000|1263|40519	0	0.00051	0	0	0	0.20969	0	0	0	0.018	0.01981	0.00285	0.02119	0.01289	0.31771	0.85274
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_champanellensis	2|1239|186801|186802|541000|1263|1161942	0	0	0	0	0	0	0	0	0	2.09499	0.05932	0	0.00067	0	1.70779	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris	2|1239|186801|186802|541000|1263|46228	0	0	0	0.64081	0.79073	0	0	0.38895	1.1092	0.36097	0	0	0	0	0.08453	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_obeum_CAG_39	2|1239|186801|186802|541000|1263|1263107	0	0	0	0	0	0	0	0	0	0	0.02218	0	0	0	0.0352	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_330	2|1239|186801|186802|541000|1263|1262954	0	0.0253	0.40121	0	0	0	1.64271	0	0	0	0.02664	0	0	0	0	0
